,birthday,name,description,deathday,uri
420,1893,馬公愚,近现代书画篆刻家。清光绪三十四年(1908)考入浙江高等学堂，宣统三年(1911)，毕业后返里，次年创办永嘉启明女学。1914年创设东瓯美术会，后任教浙江省立十中。1919年7月，与郑振铎等发起组织永嘉新学会，次年出版《新学报》。1924年赴上海，先后任上海中学教员，存德中学、勤业中学董事长，上海美专教授，大夏大学文书主任兼中国文学系国文教授。1929年，与郑曼青、马孟容等创办中国艺术专科学校，并任书法教授。中华人民共和国成立后任上海文史馆馆员、上海中国画院画师。其书法篆、隶、真、草，无一不精。（来源：《上图古籍数据库》）,1969,http://data.library.sh.cn/entity/person/bxtwj2jetm8bq8a5
421,1900,馬晉,现代画家。幼爱画马，从清末宫廷画家赵书村学习，得见郎世宁作品，遂自学郎氏画法。青年时代于私立法文学校学习法文，短期任北平司法讲习所录事。后拜金城为师，加入中国画学研究会，先后任助教、评议，后转湖社，成为职业画家，以卖画为生。中华人民共和国成立后任北京画院画师。兼擅花鸟画，又工书法、刻印，并工做风筝。著有《怎样画马》，编绘有《风筝画稿》。（来源：《上图古籍数据库》）,1970,http://data.library.sh.cn/entity/person/dw8lqx4217ceh0xt
422,1701,馬曰璐,清诗人、藏书家。国子生，候选知州，与兄马曰琯同以诗名，时称“扬州二马”。乾隆元年（1736）与兄并荐博学鸿词，不就。好学、工诗，富藏书，常与名士作诗画之会。著有文集六卷、词二卷，合为《南斋集》刊行，与兄合编?《丛书楼目录》，又辑刊宋本《韩柳二先生年谱》八卷。（来源：《上图古籍数据库》）,1761,http://data.library.sh.cn/entity/person/42thq1dkt7bpaw8j
423,,馮貞群,近现代藏书家。清光绪十七年（1903）秀才，补宁波府学生员。嗜聚书，精校勘，尤喜乡邦文献，历三十年，藏书逾十二万卷。其中，善本六百余种，碑拓四百余品。筑藏书处曰伏跗（趺）室，源出《文选》王延寿《鲁灵光殿赋》“狡兔跧伏于柎侧”句，意为“伏处乡里不抗显，而致力于学”。中华人民共和国成立后为宁波市人民代表、政协委员、浙江省文史馆馆员。伏跗室藏书，悉数捐献给国家。编有《鄞县范氏天一阁书目内编》。（来源：《上图古籍数据库》）,1962,http://data.library.sh.cn/entity/person/oy75u3sci2l47ku1
424,1882,馮超然,近现代书法篆刻家。自童年始酷爱绘画，早年精仕女，以唐寅、仇英为法，晚年专攻山水，好吟咏，工行草篆隶，偶刻印。二十世纪三四十年代，与吴湖帆、吴待秋、吴子深在上海画坛有“三吴一冯”之称?。长年以卖画为生。（来源：《上图古籍数据库》）,1954,http://data.library.sh.cn/entity/person/o8ccb36zqxt1k6w2
425,1901,高二適,现代学者、书法家。1928年考入上海正风文学院，1930年考入北平研究院为国学研究生，次年因病回乡为通讯研究生，并任立达国民学校校长。后任国民政府侨务委员会办事员、科员、立法院秘书，1937年随立法院入川。1946年回南京后，曾兼任朝阳文学院和建国法商学院教授。中华人民共和国成立后历任南京工专上海分校、华东专科交通学校教员、华东水利学院图书馆职员，1963年被聘为江苏省文史馆馆员。在文史哲、诗词、书法的研究和创作方面，成果卓著。著有《新定急就章及考证》、《校录》、《刘宾客辨易九流疏记》、《高二适书法选集》等。（来源：《上图古籍数据库》）,1977,http://data.library.sh.cn/entity/person/aideo6qil104hilv
426,1660,高其佩,清官吏、画家。指画开山祖。康熙三十三年（1694），由祖荫出任姚州牧，次年转任虞部郎中。康熙四十年（1701）受宿州知县。两年后，内迁工部员外郎。四十五年（1706）外放分巡浙江温处道，随后，因亏欠盐课丢官。五十四年（1715）出任四川分巡川南水宁道，五十九年（1720），升任四川按察使。雍正元年（1723）内迁光禄寺卿，九月升刑部右侍郎。第二年升正红旗汉军都统，仍领刑部右侍郎之衔。雍正五年（1727）七月后罢去。工诗擅画，所绘人物山水，均苍浑沉厚，尤擅指画，晚年遂不再用笔。（来源：《上图古籍数据库》）,1734,http://data.library.sh.cn/entity/person/ul6hwq2dmmp4cp37
427,1879,高劍父,近现代国画家、美术教育家。早年肄业广东水陆师学堂及岭南学堂，后师从居廉学画，继而东渡日本留学，在东京加入同盟会，奉命回国，组织广东支会，任会长。民国初年在孙中山资助下，与弟弟高奇峰在上海创立审美书馆，出版《真相画报》。抗战前，在广州设立春睡画院，后历任中山大学国画教授、南京中央大学艺术系教授、广州市立艺术专科学校校长。与陈树人、高奇峰一起致力于中国画改革，创立岭南画派。著有《中国现代的绘画》、《印度艺术》、《国画新路向》、《蛙声集》、《佛国记》、《剑父碎金》、《喜马拉雅山的研究》、《佛教革命论》等。（来源：《上图古籍数据库》）,1951.6.22,http://data.library.sh.cn/entity/person/0umll5ftnc7p0zde
428,1886,高時敷,近现代书画篆刻家。与兄时丰、时显具以富收藏、精鉴赏，长于书画篆刻而名重艺林，人称“高氏三杰”，亦西泠印社耆宿也。饶于资，其络园辟于明圣湖头，上筑榭曲折，泉石映带，较其兄时丰、时显之高庄，别具幽致，书画金石，庋藏綦富，尤以古玺印及明清诸印家精品著于时。于绘事篆刻皆精擅。画工山水、松石、墨竹，涉笔秀逸，为文人画之上乘。晚年曾画纹石图十余册，极为鉴家所推许。偶亦戏为人物画。篆刻最为世重，初宗浙派，严于法度，以家中藏印甚丰，晨夕摩挲，含英咀华，布白分朱，神与古会，且目力强甚，八十余岁尤能作细小之行书边款。（来源：《上图古籍数据库》）,1976,http://data.library.sh.cn/entity/person/w3fv4c21pa73sai3
429,1878,高時顯,近现代书画篆刻家。为高时丰弟，时敬、时衮、时敷（络园）之兄，兄弟数人，并以书画名重一时，一门风雅。清光绪二十九年（1903）举人，曾官内阁中书。1913年参加中华书局筹创工作，任常务董事兼美术部主任。中华书局所影印之书画名迹，皆出自其审阅鉴定。工诗文，诗宗杜少陵，得雄浑奔放之致。擅书画篆刻，书以八分为时所誉，画梅尤称独步，红梅绿萼，妍雅绝伦，曾以“画到梅花不让人”一语自负其艺。搜藏前人所画梅花五百余轴，具一时上选，因颜其居“五百本画梅精舍”。诸品中以王元章所作梅花长卷最为珍贵，故又名其斋为“梅王阁”，而自署别号“梅王阁主”。复有《集杜咏梅》之辑。篆刻上追秦汉，下逮宋元，于西泠印派致力较多。有《方寸铁斋印存》。（来源：《上图古籍数据库》）,1952,http://data.library.sh.cn/entity/person/qmr0mkpagz3iezjg
430,1573,高濂,"高濂字深甫，號瑞南，明仁和（今杭州）人，以戲曲名於世。
高濂的藏書觀頗具實用意識，曾自述藏書曰：「夢寐嗜好，遠近訪求，自經書子史、百家九流、詩文傳記、稗野雜著、二氏經典，靡不兼收。故嘗耽書，每見新異之典，不論價之貴賤，以必得爲期。」
作爲酷愛讀書的文人，高濂曾深深感嘆至今尚有現實意義的「家素者無資以蓄書，家豐者性不喜見書」現象，同時也對那些附庸風雅的富而好書者提出批評，認爲他們「不樂讀誦，務得善本，綾紋裝飾，置之華齋，以具觀美」，以致「塵積盈寸，經年不見主人一面，書何逸哉」！當然，他認爲畢竟還是勝於那些不喜見書的富豪。但高濂又以爲，真正的讀書人，應該「無問册帙美惡，意惟欲搜奇索隱，得見古人一言一論之秘，以廣心胸未識未聞」。而他自己積書充棟時，則「類聚門分，時乎開函攤几，俾長日深更，沈潛玩索，恍對聖賢，面談千古，悦心快目，何樂可勝」。這些見識，確實高乎一般的藏書家之上。
高濂又精於鑒别版本。其《遵生八箋》第六箋《燕閒清談箋·論藏書》曾對鑒别宋、元版本的方法，以及明代僞造宋版書的種種手段作過詳細的論述。他揭露説：「國初慎獨齋刻書，似亦精美，近日作假宋版書，神妙莫測。將新刻模宋版書，特鈔微黄厚實竹紙，或用川中繭紙，或用糊褙方簾綿紙，或用孩兒白鹿紙，筒卷用槌細細敲過，名之曰刮，以墨浸去臭味印成。或將新刻版中殘缺一二要處；或濕霉三五張，破碎重補；或改刻開卷一二序文年號；或貼過今人注刻名氏，留空另刻小印，將宋人姓氏扣填兩頭角處；或妝摩損，用砂石磨去一角；或作一二缺痕，以燈火燎去紙尾，仍用草烟熏黄，儼狀古人殘傷舊迹；或置蛀米櫃中，令蟲蝕作透漏蛀孔；或以鐵綫燒紅，隨書本子委曲成眼，一二轉折。種種與新不同，用紙裝襯綾錦套殻，入手重實，光膩可觀，初非今書仿佛，以惑售者。或作夥囤，令人先聲指爲故家某姓所遺。百計瞽人，莫可窺測，收藏家當具真眼辯證。」這些經驗之談，極受後來藏書家和版本學家的重視。（来源：《明清著名藏书家藏书印》）",1620,http://data.library.sh.cn/entity/person/oe53c0a5yp3ir26b
431,1850,高邕,清末民国画家。官江苏县丞。工书，好李（邕）法。能以草书作画，孤诣苦心，劬学致病，因号李敝，自署苦李。甲午（1894）中日战后，改号聋公。宣统元年（1909）在上海豫园与钱慧安、蒲华、吴昌硕、王震等创立书画善会，偶作画，陈于会中卖以助账。辛亥革命后，黄冠儒服，卖字为生，更号赤岸山民。兼善篆刻。（来源：《上图古籍数据库》）,1921,http://data.library.sh.cn/entity/person/8qqnxecovqz28na1
432,1683,高鳳翰,高凤翰（1683年～1749年），胶州大行高氏二股十一世，清代书法家、画家、篆刻家；山东胶州市三里河街道办事处三里河村人。又名翰，字西园，号南村，又号南阜、云阜，别号因地、因时、因病等40多个，晚因病风痹，用左手作书画，又号尚左生。雍正初，以诸生荐得官，为歙县县丞，署绩溪知县，罢归。性豪迈不羁，精艺术，画山水花鸟俱工，工诗，尤嗜砚，藏砚千，皆自为铭词手镌之。有《砚史》、《南阜集》等作品。（来源：《上图古籍数据库》）,1743,http://data.library.sh.cn/entity/person/pvju51sevf2sq07v
433,1881,魯迅,近代伟大的文学家、思想家和革命家。光绪二十四年（1898）进南京水师学堂，翌年改入南京路矿学堂，光绪二十八年（1902）公费留学东渡日本，在东京弘文学院补习日语，后进入仙台医学专门学校。后毅然弃医从文，以笔作为自己救国救民的战斗武器。一生写下了八百多万字的著译，收入《鲁迅全集》。（来源：《上图古籍数据库》）,1936.10.19,http://data.library.sh.cn/entity/person/x5xiy94zid7u351t
434,1728,鮑廷博,"鮑廷博（1728—1814）字以文，號渌飲，祖居安徽歙縣邑西之長塘，故世稱長塘鮑氏。鮑廷博父親鮑思詡娶杭州顧氏爲妻，遂移家杭州，鮑思詡性嗜讀書，並略有藏書，鮑廷博又力購古人之書以歡其父。積久，所得之書益多且精，乃築室藏書，取《禮記》「學然後知不足」之義，顔其樓爲知不足齋。
鮑家經商，家饒財資，故於藏書、刻書均有足够的經濟實力。鮑廷博數十年如一日，訪書不懈，名聲斐然，故當時近則嘉興、吴興，遠自大江南北有舊藏抄刻異本到杭州求售者，必先到鮑家讓其首先挑選。有時鮑廷博聞知外地有人售書，還會千方百計通過信函求購，如此所得珍秘善本甚多。鮑廷博又與趙氏小山堂、汪氏振綺堂、吴氏瓶花齋、孫氏壽松堂等藏書名家參合有無，互爲借抄。對那些家有先哲遺稿的，鮑廷博也總是設法抄録，每得一書，如獲至寳，歡喜若狂。長期的書香薰陶，使鮑廷博精於版本目録之學。翁廣平《鮑渌飲傳》曾稱贊鮑廷博「生平酷嗜書籍，每一過目，即能記其某卷某葉某譌字。有持書來問者，不待翻閲，見其板口，即曰此某氏板，某卷刊譌若干字，案之歷歷不爽」。故洪亮吉把他和黄丕烈同列爲「鑒賞家」。
鮑氏知不足齋藏書多宋元善本，但鮑廷博從不自秘，祇要有人假借，總是盡量滿足别人的需求，甚至常常把秘本異籍舉以爲贈，故鮑廷博藏書在生前已流出不少。乾隆間修《四庫全書》，鮑廷博命其子鮑士恭進呈家藏六二六種，其中《四庫全書》著録二五〇種，存目一二九種，爲此得到朝廷《古今圖書集成》一部的奬勵。乾隆三十九年五月十四日「上諭」説：「今閲進到各家書目，其最多者爲浙江之鮑士恭、范懋柱、汪啓淑，兩淮之馬裕四家。爲數五六七百種，皆其累世弆藏，子孫克守其業，甚可嘉尚。」在發還給鮑家的書中，乾隆還專門題詩作爲鼓勵。如所還的《唐闕史》上所題詩爲：
知不足齋奚不足？渴於書籍是賢乎；
長編大部都庋閣，小説卮言亦入橱。
鮑廷博藏書特别值得稱贊之處是他的「以散爲聚」的藏書思想，所謂「以散爲聚」主要表現爲以刻書的方法把書存之於世。鮑廷博嘗取家藏珍籍二百餘種，刊爲《知不足齋叢書》二十七集，爲我國古代著名大型叢書之一。趙懷玉《知不足齋叢書序》曾引鮑廷博之語：「物無聚而不散，吾將以散爲聚耳。金玉璣貝，世之所重，然地不愛寳，耗則復生。至於書，則作者之精神性命託焉。著古昔之睧睧，傳千里之忞忞者甚偉也。書愈少則傳愈難，設不廣爲之所，古人幾微之緒，不將自我而絶乎？乞火莫若取燧，寄汲莫若鑿井。懼其書之不能久聚，莫若及吾身而善散之也。」後人有《續知不足齋叢書》、《仿知不足齋叢書》、《後知不足齋叢書》，均是在鮑廷博《知不足齋叢書》的影響下編刊而成的，正是應了鮑廷博的這段話。鮑廷博的《知不足齋叢書》影響之大，連皇帝都知道。嘉慶十八年（1813）方受疇任浙江巡撫時，還奉旨特意前來詢問鮑氏《叢書》刻了多少，及方受疇以《叢書》第二十六集進呈，得奉「上諭」：「鮑廷博年踰八旬，好古積學，老而不倦。著加恩賞給舉人，俾其世衍書香，廣刊秘籍。」一時傳爲盛事。其實，我們今天盡人皆知的《聊齋志異》也正是由鮑廷博於乾隆三十一年（1766）刊刻後才得以廣爲流傳的。盧文弨《徵刻古今名人著作疏》評論鮑廷博刻書説：「吾友鮑君以文者，生而篤好書籍，於人世一切富貴利達之足以艷人者，舉無所槩於中，而惟文史是耽。所藏弆多善本，並有人間所未盡見者。進之秘省之外，復不私以爲枕秘，而欲公之。晨書暝寫，句核字讎，廼始付之梓人氏。棗梨既精，剞劂亦良，以是毁其家，不卹也。」可見對鮑廷博評價之高。
道光、咸豐年間，鮑氏之書全部散出，多入杭州勞氏丹鉛精舍和湖州陸氏皕宋樓。（来源：《明清著名藏书家藏书印》）",1814,http://data.library.sh.cn/entity/person/pexepd4lyeyvzsra
